REGION,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL
Virginia,2018,36,0.921157,812
Washington,2018,36,0.259235,12
West Virginia,2018,36,0.206356,10
Wisconsin,2018,36,0.644505,19
Wyoming,2018,36,0.665623,17
Puerto Rico,2018,36,6.66959,152
Virgin Islands,2018,36,0.314961,2
New York City,2018,36,1.04878,1002
Alabama,2018,37,1.42846,565
Alaska,2018,37,2.53872,100
Arizona,2018,37,2.15517,355
Arkansas,2018,37,0.821429,23
California,2018,37,1.53784,645
Colorado,2018,37,0.371481,83
Connecticut,2018,37,1.67598,48
Delaware,2018,37,0.0848176,2
District of Columbia,2018,37,1.30639,170
Florida,2018,37,X,X
Georgia,2018,37,1.97325,888
Hawaii,2018,37,2.22576,28
Idaho,2018,37,0,0
Illinois,2018,37,0.74665,292
Indiana,2018,37,1.32958,52
Iowa,2018,37,0.21725,10
Kansas,2018,37,0.431779,10
Kentucky,2018,37,0.541015,37
Louisiana,2018,37,1.79334,928
Maine,2018,37,0,0
Maryland,2018,37,0.554529,24
Massachusetts,2018,37,0.92219,288
Michigan,2018,37,1.19304,144
Minnesota,2018,37,1.28068,72
Mississippi,2018,37,1.71514,263
Missouri,2018,37,0.431034,14
Montana,2018,37,0,0
Nebraska,2018,37,1.65388,125
Nevada,2018,37,0.414365,57
New Hampshire,2018,37,0.430108,8
New Jersey,2018,37,1.8064,594
New Mexico,2018,37,1.4654,191
New York,2018,37,0.289645,8
North Carolina,2018,37,0.613706,36
North Dakota,2018,37,0,0
Ohio,2018,37,0.588556,54
Oklahoma,2018,37,0.901607,46
Oregon,2018,37,0.493436,165
Pennsylvania,2018,37,0.712996,395
Rhode Island,2018,37,0.115385,6
South Carolina,2018,37,1.78249,69
South Dakota,2018,37,0.947026,64
Tennessee,2018,37,0.306492,22
Texas,2018,37,2.13464,449
Utah,2018,37,0.461117,251
Vermont,2018,37,1.96629,14
Virginia,2018,37,1.14034,984
Washington,2018,37,0.339051,17
West Virginia,2018,37,0.390498,24
Wisconsin,2018,37,0.876011,26
Wyoming,2018,37,0.541126,15
Puerto Rico,2018,37,5.82567,133
Virgin Islands,2018,37,0.332226,2
New York City,2018,37,1.21375,1184
Alabama,2018,38,1.59681,605
Alaska,2018,38,2.16065,85
Arizona,2018,38,1.93361,286
Arkansas,2018,38,0.921006,26
California,2018,38,1.36726,555
Colorado,2018,38,0.349223,80
Connecticut,2018,38,2.34425,73
Delaware,2018,38,0.0713267,1
District of Columbia,2018,38,1.85339,245
Florida,2018,38,X,X
Georgia,2018,38,1.95678,844
Hawaii,2018,38,1.3296,19
Idaho,2018,38,0.348028,3
Illinois,2018,38,0.855642,334
Indiana,2018,38,1.00122,41
Iowa,2018,38,0.26241,12
Kansas,2018,38,0.254022,6
Kentucky,2018,38,0.163767,8
Louisiana,2018,38,1.92146,1031
Maine,2018,38,0.122888,4
Maryland,2018,38,0.702625,34
Massachusetts,2018,38,1.00915,321
Michigan,2018,38,1.54953,196
Minnesota,2018,38,1.16649,77
Mississippi,2018,38,1.819,284
Missouri,2018,38,0.554529,18
Montana,2018,38,0,0
Nebraska,2018,38,1.24807,89
Nevada,2018,38,0.547702,74
New Hampshire,2018,38,0.668258,14
New Jersey,2018,38,2.3076,806
New Mexico,2018,38,1.45397,184
New York,2018,38,0.358657,11
North Carolina,2018,38,0.675473,45
North Dakota,2018,38,0.27027,2
Ohio,2018,38,0.898977,80
Oklahoma,2018,38,0,0
Oregon,2018,38,0.610103,204
Pennsylvania,2018,38,0.853632,505
Rhode Island,2018,38,0.164609,10
South Carolina,2018,38,1.02326,44
South Dakota,2018,38,0.7945,52
Tennessee,2018,38,0.277228,21
Texas,2018,38,1.88542,465
Utah,2018,38,1.43943,339
Vermont,2018,38,1.4531,11
Virginia,2018,38,1.17243,1015
Washington,2018,38,0.409082,20
West Virginia,2018,38,0.646698,38
Wisconsin,2018,38,1.21468,46
Wyoming,2018,38,0.576161,16
Puerto Rico,2018,38,6.58065,153
Virgin Islands,2018,38,0.318979,2
New York City,2018,38,1.60103,1640
Alabama,2018,39,1.52419,544
Alaska,2018,39,3.19392,126
Arizona,2018,39,2.09875,224
Arkansas,2018,39,1.66543,45
California,2018,39,1.30344,546
Colorado,2018,39,0.329133,64
Connecticut,2018,39,0.962269,38
Delaware,2018,39,0.12024,3
District of Columbia,2018,39,2.09455,280
Florida,2018,39,X,X
Georgia,2018,39,2.14246,856
Hawaii,2018,39,2.44313,29
Idaho,2018,39,0.096432,1
Illinois,2018,39,0.743332,272
Indiana,2018,39,0.9629,34
Iowa,2018,39,0.225734,11
Kansas,2018,39,0.269179,6
Kentucky,2018,39,0.525762,40
Louisiana,2018,39,2.04466,1041
Maine,2018,39,0.0577534,2
Maryland,2018,39,0.867231,42
Massachusetts,2018,39,1.0465,318
Michigan,2018,39,1.536,163
Minnesota,2018,39,1.03635,71
Mississippi,2018,39,2.02545,355
Missouri,2018,39,0.350877,11
Montana,2018,39,0,0
Nebraska,2018,39,1.45166,97
Nevada,2018,39,0.441859,60
New Hampshire,2018,39,0.704556,15
New Jersey,2018,39,2.63835,902
New Mexico,2018,39,1.28603,178
New York,2018,39,0.228311,26
North Carolina,2018,39,0.593939,49
North Dakota,2018,39,0.723764,6
Ohio,2018,39,0.708153,80
Oklahoma,2018,39,1.93568,65
Oregon,2018,39,0.705561,238
Pennsylvania,2018,39,1.00661,568
Rhode Island,2018,39,0.248262,15
South Carolina,2018,39,1.09472,46
South Dakota,2018,39,1.18708,79
Tennessee,2018,39,0.402706,25
Texas,2018,39,2.1767,561
Utah,2018,39,1.08121,225
Vermont,2018,39,2.54351,19
Virginia,2018,39,1.33406,1194
Washington,2018,39,0.22417,11
West Virginia,2018,39,0.71708,44
Wisconsin,2018,39,1.00353,37
Wyoming,2018,39,0.0642666,55
Puerto Rico,2018,39,7.31707,156
Virgin Islands,2018,39,0.511945,3
New York City,2018,39,1.7731,1772
Alabama,2018,40,1.62738,640
Alaska,2018,40,1.95933,79
Arizona,2018,40,1.73525,307
Arkansas,2018,40,1.10452,54
California,2018,40,1.48079,698
Colorado,2018,40,2.08133,843
Connecticut,2018,40,1.50082,73
Delaware,2018,40,0,0
District of Columbia,2018,40,2.17196,314
Florida,2018,40,X,X
Georgia,2018,40,2.31987,1850
Hawaii,2018,40,1.5748,34
Idaho,2018,40,0.52459,8
Illinois,2018,40,0.791928,394
Indiana,2018,40,1.25458,65
Iowa,2018,40,0.507453,32
Kansas,2018,40,0.86426,119
Kentucky,2018,40,0.976947,114
Louisiana,2018,40,2.47737,1256
Maine,2018,40,0.925735,135
Maryland,2018,40,0.7087,58
Massachusetts,2018,40,1.00768,505
Michigan,2018,40,1.02859,281
Minnesota,2018,40,1.28562,97
Mississippi,2018,40,1.93019,339
Missouri,2018,40,0.581937,25
Montana,2018,40,0.634962,49
Nebraska,2018,40,1.94323,89
Nevada,2018,40,0.389035,65
New Hampshire,2018,40,0.609756,19
New Jersey,2018,40,2.70526,885
New Mexico,2018,40,0.852188,171
New York,2018,40,0.964829,623
North Carolina,2018,40,0.897307,974
North Dakota,2018,40,0.937866,32
Ohio,2018,40,0.793849,127
Oklahoma,2018,40,1.66568,113
Oregon,2018,40,0.778397,260
Pennsylvania,2018,40,0.901871,536
Rhode Island,2018,40,0.233173,15
South Carolina,2018,40,1.36324,217
South Dakota,2018,40,0.944063,147
Tennessee,2018,40,0.492051,39
Texas,2018,40,2.57487,730
Utah,2018,40,1.12891,258
Vermont,2018,40,1.06898,53
Virginia,2018,40,1.52388,1373
Washington,2018,40,0.341734,24
West Virginia,2018,40,0.799522,107
Wisconsin,2018,40,1.27936,268
Wyoming,2018,40,1.69995,63
Puerto Rico,2018,40,7.7072,199
Virgin Islands,2018,40,2.28672,26
New York City,2018,40,1.92353,2037
Alabama,2018,41,1.72381,635
Alaska,2018,41,2.37628,109
Arizona,2018,41,1.67422,288
Arkansas,2018,41,1.11684,52
California,2018,41,1.27218,598
Colorado,2018,41,2.33871,978
Connecticut,2018,41,1.53914,70
Delaware,2018,41,0.0872981,2
District of Columbia,2018,41,2.25308,305
Florida,2018,41,X,X
Georgia,2018,41,2.39457,1830
Hawaii,2018,41,1.41463,29
Idaho,2018,41,0.271003,5
Illinois,2018,41,1.00549,493
Indiana,2018,41,1.1109,58
Iowa,2018,41,0.507835,35
Kansas,2018,41,0.84532,124
Kentucky,2018,41,1.27859,142
Louisiana,2018,41,2.55452,1312
Maine,2018,41,0.975419,150
Maryland,2018,41,0.705379,56
Massachusetts,2018,41,1.16488,583
Michigan,2018,41,1.07104,259
Minnesota,2018,41,1.71591,133
Mississippi,2018,41,1.99827,346
Missouri,2018,41,0.564279,23
Montana,2018,41,0.541221,43
Nebraska,2018,41,2.57421,196
Nevada,2018,41,0.628229,107
New Hampshire,2018,41,0.195759,6
New Jersey,2018,41,2.60627,897
New Mexico,2018,41,0.809395,173
New York,2018,41,0.981513,661
North Carolina,2018,41,1.04739,1139
North Dakota,2018,41,1.32289,49
Ohio,2018,41,0.644522,117
Oklahoma,2018,41,1.86642,121
Oregon,2018,41,0.793493,280
Pennsylvania,2018,41,1.04907,639
Rhode Island,2018,41,0.32491,18
South Carolina,2018,41,1.58326,224
South Dakota,2018,41,0.787648,126
Tennessee,2018,41,0.716604,53
Texas,2018,41,2.12283,589
Utah,2018,41,0.889977,149
Vermont,2018,41,1.0993,60
Virginia,2018,41,1.65295,1490
Washington,2018,41,0.507963,37
West Virginia,2018,41,0.734944,108
Wisconsin,2018,41,1.43178,319
Wyoming,2018,41,1.60723,64
Puerto Rico,2018,41,6.87581,160
Virgin Islands,2018,41,1.46552,17
New York City,2018,41,1.93051,2048
Alabama,2018,42,1.83318,658
Alaska,2018,42,2.27015,100
Arizona,2018,42,1.79159,332
Arkansas,2018,42,1.63996,87
California,2018,42,1.42798,691
Colorado,2018,42,2.5849,1042
Connecticut,2018,42,1.32265,66
Delaware,2018,42,0.113679,3
District of Columbia,2018,42,2.02167,293
Florida,2018,42,X,X
Georgia,2018,42,2.62093,2067
Hawaii,2018,42,1.73611,35
Idaho,2018,42,0.0910332,2
Illinois,2018,42,1.0392,518
Indiana,2018,42,0.847305,47
Iowa,2018,42,0.477085,33
Kansas,2018,42,0.991109,136
Kentucky,2018,42,1.39531,181
Louisiana,2018,42,2.76474,1408
Maine,2018,42,0.925051,137
Maryland,2018,42,1.09429,86
Massachusetts,2018,42,1.27304,605
Michigan,2018,42,1.08728,293
Minnesota,2018,42,1.39559,107
Mississippi,2018,42,2.19066,384
Missouri,2018,42,0.794989,33
Montana,2018,42,0.718391,55
Nebraska,2018,42,1.52995,47
Nevada,2018,42,0.560348,89
New Hampshire,2018,42,0.661417,21
New Jersey,2018,42,2.69214,889
New Mexico,2018,42,1.06924,204
New York,2018,42,1.1082,706
North Carolina,2018,42,1.14982,1261
North Dakota,2018,42,0.798019,29
Ohio,2018,42,0.638889,115
Oklahoma,2018,42,2.07515,132
Oregon,2018,42,0.856987,298
Pennsylvania,2018,42,1.07662,610
Rhode Island,2018,42,0.32098,22
South Carolina,2018,42,1.4797,234
South Dakota,2018,42,0.883799,142
Tennessee,2018,42,0.354558,24
Texas,2018,42,2.20848,607
Utah,2018,42,1.33969,309
Vermont,2018,42,1.12488,59
Virginia,2018,42,1.96792,1715
Washington,2018,42,0.323226,21
West Virginia,2018,42,0.907568,130
Wisconsin,2018,42,1.4437,308
Wyoming,2018,42,0.994789,42
Puerto Rico,2018,42,7.13668,165
Virgin Islands,2018,42,1.77066,21
New York City,2018,42,2.17778,2206
Alabama,2018,43,2.24187,857
Alaska,2018,43,1.00476,38
Arizona,2018,43,1.61534,257
Arkansas,2018,43,1.49044,85
California,2018,43,1.58346,753
Colorado,2018,43,2.29673,944
Connecticut,2018,43,1.61677,81
Delaware,2018,43,0.155521,4
District of Columbia,2018,43,1.8309,280
Florida,2018,43,X,X
Georgia,2018,43,2.95452,2338
Hawaii,2018,43,1.76252,38
Idaho,2018,43,0.375738,7
Illinois,2018,43,1.16002,579
Indiana,2018,43,1.0576,65
Iowa,2018,43,0.616776,45
Kansas,2018,43,1.19834,176
Kentucky,2018,43,1.58001,227
Louisiana,2018,43,3.17727,1590
Maine,2018,43,1.23958,168
Maryland,2018,43,0.993521,69
Massachusetts,2018,43,1.14343,550
Michigan,2018,43,1.1997,339
Minnesota,2018,43,1.53928,116
Mississippi,2018,43,2.50883,405
Missouri,2018,43,0.969123,43
Montana,2018,43,0.580357,52
Nebraska,2018,43,2.06318,177
Nevada,2018,43,0.581503,94
New Hampshire,2018,43,0.739788,23
New Jersey,2018,43,2.98871,982
New Mexico,2018,43,1.08787,233
New York,2018,43,1.13599,700
North Carolina,2018,43,1.37015,1425
North Dakota,2018,43,0.79758,29
Ohio,2018,43,0.893915,166
Oklahoma,2018,43,2.47682,179
Oregon,2018,43,0.879487,306
Pennsylvania,2018,43,1.14248,652
Rhode Island,2018,43,0.455949,31
South Carolina,2018,43,1.94822,298
South Dakota,2018,43,0.853253,141
Tennessee,2018,43,1.05605,91
Texas,2018,43,2.63998,761
Utah,2018,43,1.69755,338
Vermont,2018,43,1.42456,71
Virginia,2018,43,1.88437,1632
Washington,2018,43,0.45797,31
West Virginia,2018,43,1.02533,151
Wisconsin,2018,43,1.35014,286
Wyoming,2018,43,0.897708,38
Puerto Rico,2018,43,6.79673,108
Virgin Islands,2018,43,1.78384,17
New York City,2018,43,2.43232,2399
Alabama,2018,44,2.38157,914
Alaska,2018,44,2.44719,95
Arizona,2018,44,2.01895,407
Arkansas,2018,44,2.19714,109
California,2018,44,1.76401,875
Colorado,2018,44,2.60677,1073
Connecticut,2018,44,1.84649,102
Delaware,2018,44,0.152091,4
District of Columbia,2018,44,2.25685,336
Florida,2018,44,X,X
Georgia,2018,44,3.32044,2626
Hawaii,2018,44,1.76036,31
Idaho,2018,44,0.222346,4
Illinois,2018,44,1.30508,656
Indiana,2018,44,1.32008,77
Iowa,2018,44,0.581959,36
Kansas,2018,44,1.15607,168
Kentucky,2018,44,1.85763,232
Louisiana,2018,44,3.29785,1645
Maine,2018,44,0.849477,82
Maryland,2018,44,1.66245,138
Massachusetts,2018,44,1.11881,565
Michigan,2018,44,1.1542,311
Minnesota,2018,44,2.24719,162
Mississippi,2018,44,2.70222,457
Missouri,2018,44,1.44078,59
Montana,2018,44,0.708248,62
Nebraska,2018,44,2.22141,182
Nevada,2018,44,0.549416,87
New Hampshire,2018,44,0.73193,24
New Jersey,2018,44,2.97478,992
New Mexico,2018,44,1.28941,256
New York,2018,44,1.26905,786
North Carolina,2018,44,1.45464,1548
North Dakota,2018,44,1.15875,40
Ohio,2018,44,1.0196,193
Oklahoma,2018,44,2.66712,235
Oregon,2018,44,0.927737,313
Pennsylvania,2018,44,1.20261,676
Rhode Island,2018,44,0.558331,38
South Carolina,2018,44,2.19329,347
South Dakota,2018,44,0.972398,161
Tennessee,2018,44,0.870617,72
Texas,2018,44,2.8987,831
Utah,2018,44,1.44402,275
Vermont,2018,44,1.16677,58
Virginia,2018,44,2.05753,1819
Washington,2018,44,0.420954,27
West Virginia,2018,44,1.02125,148
Wisconsin,2018,44,1.47368,308
Wyoming,2018,44,0.858896,35
Puerto Rico,2018,44,6.48952,127
Virgin Islands,2018,44,1.90763,19
New York City,2018,44,2.16187,2162
Alabama,2018,45,2.76766,1087
Alaska,2018,45,2.06333,101
Arizona,2018,45,2.05666,424
Arkansas,2018,45,1.98373,100
California,2018,45,1.86635,944
Colorado,2018,45,2.74013,1120
Connecticut,2018,45,2.27739,122
Delaware,2018,45,0.530179,13
District of Columbia,2018,45,1.94363,291
Florida,2018,45,X,X
Georgia,2018,45,3.39753,2745
Hawaii,2018,45,1.40217,22
Idaho,2018,45,0.524934,10
Illinois,2018,45,1.25819,632
Indiana,2018,45,1.34377,79
Iowa,2018,45,0.465326,31
Kansas,2018,45,1.36772,192
Kentucky,2018,45,1.6424,229
Louisiana,2018,45,3.67614,1867
Maine,2018,45,0.981172,111
Maryland,2018,45,1.49345,98
Massachusetts,2018,45,1.2139,599
Michigan,2018,45,1.36638,382
Minnesota,2018,45,1.75836,132
Mississippi,2018,45,2.84541,499
Missouri,2018,45,1.33657,55
Montana,2018,45,0.592277,50
Nebraska,2018,45,2.22559,176
Nevada,2018,45,0.559854,89
New Hampshire,2018,45,0.795165,25
New Jersey,2018,45,2.92529,926
New Mexico,2018,45,1.31015,278
New York,2018,45,1.09622,710
North Carolina,2018,45,1.51526,1427
North Dakota,2018,45,0.787861,27
Ohio,2018,45,0.870578,157
Oklahoma,2018,45,2.58927,153
Oregon,2018,45,0.99541,347
Pennsylvania,2018,45,1.32262,731
Rhode Island,2018,45,0.629704,41
South Carolina,2018,45,2.53877,406
South Dakota,2018,45,0.91149,152
Tennessee,2018,45,0.98301,81
Texas,2018,45,3.16233,945
Utah,2018,45,2.05769,428
Vermont,2018,45,0.89695,45
Virginia,2018,45,2.27396,1850
Washington,2018,45,0.49554,30
West Virginia,2018,45,1.04355,173
Wisconsin,2018,45,1.35031,280
Wyoming,2018,45,0.970414,41
Puerto Rico,2018,45,7.54907,150
Virgin Islands,2018,45,0.788436,6
New York City,2018,45,2.28306,2260
Alabama,2018,46,2.96346,1111
Alaska,2018,46,2.5618,114
Arizona,2018,46,2.11686,363
Arkansas,2018,46,2.48363,110
California,2018,46,2.07476,943
Colorado,2018,46,3.09119,1160
Connecticut,2018,46,2.44985,138
Delaware,2018,46,0.41511,10
District of Columbia,2018,46,2.54998,338
Florida,2018,46,X,X
Georgia,2018,46,3.74132,2888
Hawaii,2018,46,1.69705,27
Idaho,2018,46,1.30039,20
Illinois,2018,46,1.37384,649
Indiana,2018,46,1.51374,81
Iowa,2018,46,0.387758,28
Kansas,2018,46,1.42206,209
Kentucky,2018,46,1.71684,207
Louisiana,2018,46,4.08906,1956
Maine,2018,46,1.13394,149
Maryland,2018,46,0.78941,65
Massachusetts,2018,46,1.1907,577
Michigan,2018,46,1.45076,354
Minnesota,2018,46,1.84595,139
Mississippi,2018,46,3.26548,523
Missouri,2018,46,0.522496,18
Montana,2018,46,0.714286,61
Nebraska,2018,46,2.61819,175
Nevada,2018,46,0.651933,100
New Hampshire,2018,46,0.224888,6
New Jersey,2018,46,3.23105,1014
New Mexico,2018,46,1.3982,271
New York,2018,46,1.13998,659
North Carolina,2018,46,1.68017,1389
North Dakota,2018,46,1.14135,39
Ohio,2018,46,0.76949,114
Oklahoma,2018,46,3.67013,332
Oregon,2018,46,1.16013,406
Pennsylvania,2018,46,1.38527,675
Rhode Island,2018,46,0.310762,19
South Carolina,2018,46,2.26159,323
South Dakota,2018,46,0.433239,72
Tennessee,2018,46,1.14379,91
Texas,2018,46,3.38883,973
Utah,2018,46,2.01558,370
Vermont,2018,46,1.13384,46
Virginia,2018,46,2.45717,1896
Washington,2018,46,0.487559,29
West Virginia,2018,46,1.09859,154
Wisconsin,2018,46,1.54697,316
Wyoming,2018,46,0.768278,31
Puerto Rico,2018,46,8.06142,168
Virgin Islands,2018,46,0.395257,3
New York City,2018,46,2.44287,2324
Alabama,2018,47,3.05731,1084
Alaska,2018,47,2.62815,121
Arizona,2018,47,2.71199,434
Arkansas,2018,47,2.72989,76
California,2018,47,2.07785,719
Colorado,2018,47,2.81932,986
Connecticut,2018,47,2.62246,106
Delaware,2018,47,0.256082,4
District of Columbia,2018,47,2.15529,239
Florida,2018,47,X,X
Georgia,2018,47,4.49598,3230
Hawaii,2018,47,1.72956,22
Idaho,2018,47,0.643974,7
Illinois,2018,47,1.55275,627
Indiana,2018,47,1.87045,54
Iowa,2018,47,0.696409,32
Kansas,2018,47,1.53097,198
Kentucky,2018,47,1.88326,201
Louisiana,2018,47,4.69982,2271
Maine,2018,47,1.15213,142
Maryland,2018,47,1.38319,64
Massachusetts,2018,47,1.63042,644
Michigan,2018,47,1.67806,189
Minnesota,2018,47,2.20573,110
Mississippi,2018,47,3.27512,512
Missouri,2018,47,1.18802,23
Montana,2018,47,1.30226,95
Nebraska,2018,47,3.07619,195
Nevada,2018,47,1.12796,148
New Hampshire,2018,47,0.191939,3
New Jersey,2018,47,3.42996,988
New Mexico,2018,47,1.32678,243
New York,2018,47,1.34015,742
North Carolina,2018,47,1.66221,1263
North Dakota,2018,47,0.646154,21
Ohio,2018,47,1.04089,125
Oklahoma,2018,47,4.05823,223
Oregon,2018,47,1.36558,450
Pennsylvania,2018,47,1.60346,663
Rhode Island,2018,47,0.452489,19
South Carolina,2018,47,2.93588,424
South Dakota,2018,47,1.14909,157
Tennessee,2018,47,1.64434,81
Texas,2018,47,3.67031,806
Utah,2018,47,3.04355,522
Vermont,2018,47,0.763151,28
Virginia,2018,47,2.72211,2085
Washington,2018,47,0.744971,30
West Virginia,2018,47,1.40879,117
Wisconsin,2018,47,1.54163,277
Wyoming,2018,47,0.585652,16
Puerto Rico,2018,47,9.18468,187
Virgin Islands,2018,47,0.65189,5
New York City,2018,47,2.74578,2448
Alabama,2018,48,3.06889,1263
Alaska,2018,48,2.31352,116
Arizona,2018,48,2.712,552
Arkansas,2018,48,2.10595,97
California,2018,48,2.35193,1177
Colorado,2018,48,3.48753,1492
Connecticut,2018,48,2.59067,155
Delaware,2018,48,0.199681,5
District of Columbia,2018,48,2.2897,368
Florida,2018,48,X,X
Georgia,2018,48,4.12984,3378
Hawaii,2018,48,1.92308,34
Idaho,2018,48,0.610288,7
Illinois,2018,48,1.44399,732
Indiana,2018,48,1.69739,93
Iowa,2018,48,0.597984,35
Kansas,2018,48,1.46818,206
Kentucky,2018,48,1.75322,238
Louisiana,2018,48,4.4938,2424
Maine,2018,48,0.843429,110
Maryland,2018,48,1.12314,83
Massachusetts,2018,48,1.39094,716
Michigan,2018,48,1.4829,386
Minnesota,2018,48,2.08246,149
Mississippi,2018,48,3.41987,631
Missouri,2018,48,1.32776,54
Montana,2018,48,0.885296,69
Nebraska,2018,48,2.68817,195
Nevada,2018,48,1.02199,171
New Hampshire,2018,48,0.182083,5
New Jersey,2018,48,3.30683,1098
New Mexico,2018,48,1.40047,299
New York,2018,48,1.31799,828
North Carolina,2018,48,1.79357,1843
North Dakota,2018,48,1.30201,46
Ohio,2018,48,1.14975,204
Oklahoma,2018,48,2.7498,202
Oregon,2018,48,1.22572,443
Pennsylvania,2018,48,1.42853,1074
Rhode Island,2018,48,0.594855,37
South Carolina,2018,48,2.96338,479
South Dakota,2018,48,0.986423,186
Tennessee,2018,48,1.42418,125
Texas,2018,48,3.58931,1104
Utah,2018,48,2.34652,456
Vermont,2018,48,0.93551,47
Virginia,2018,48,2.59753,2158
Washington,2018,48,0.665668,40
West Virginia,2018,48,1.2961,188
Wisconsin,2018,48,1.60114,338
Wyoming,2018,48,0.831817,32
Puerto Rico,2018,48,7.28509,150
Virgin Islands,2018,48,1.11402,17
New York City,2018,48,2.51122,2579
Alabama,2018,49,2.97551,1152
Alaska,2018,49,2.41474,114
Arizona,2018,49,2.66633,525
Arkansas,2018,49,1.94778,94
California,2018,49,2.55125,1206
Colorado,2018,49,3.88091,1606
Connecticut,2018,49,3.6658,240
Delaware,2018,49,0.649652,14
District of Columbia,2018,49,3.57839,349
Florida,2018,49,X,X
Georgia,2018,49,4.07818,3182
Hawaii,2018,49,2.21402,36
Idaho,2018,49,0.696594,9
Illinois,2018,49,1.5422,788
Indiana,2018,49,1.8206,96
Iowa,2018,49,0.542571,39
Kansas,2018,49,1.335,192
Kentucky,2018,49,1.54104,184
Louisiana,2018,49,3.95995,2001
Maine,2018,49,0.853603,113
Maryland,2018,49,0.952511,70
Massachusetts,2018,49,1.50652,762
Michigan,2018,49,1.37479,352
Minnesota,2018,49,1.89865,148
Mississippi,2018,49,3.22215,540
Missouri,2018,49,1.63128,63
Montana,2018,49,0.665795,56
Nebraska,2018,49,2.32166,179
Nevada,2018,49,1.09869,168
New Hampshire,2018,49,0.721402,21
New Jersey,2018,49,3.56914,1172
New Mexico,2018,49,1.57558,318
New York,2018,49,1.46959,892
North Carolina,2018,49,1.7682,1792
North Dakota,2018,49,0.776156,25
Ohio,2018,49,1.10415,208
Oklahoma,2018,49,2.92545,197
Oregon,2018,49,1.28866,440
Pennsylvania,2018,49,1.52263,811
Rhode Island,2018,49,0.979741,59
South Carolina,2018,49,2.64892,418
South Dakota,2018,49,0.93426,164
Tennessee,2018,49,1.69782,129
Texas,2018,49,3.57419,1017
Utah,2018,49,2.45367,474
Vermont,2018,49,1.29148,65
Virginia,2018,49,2.60454,2071
Washington,2018,49,0.608632,33
West Virginia,2018,49,1.02581,155
Wisconsin,2018,49,1.47003,311
Wyoming,2018,49,1.22087,44
Puerto Rico,2018,49,10.5825,218
Virgin Islands,2018,49,0.397772,5
New York City,2018,49,2.79124,2827
Alabama,2018,50,3.66897,1420
Alaska,2018,50,2.76118,134
Arizona,2018,50,3.27903,622
Arkansas,2018,50,2.96112,131
California,2018,50,2.90103,1356
Colorado,2018,50,5.00071,2122
Connecticut,2018,50,3.38048,196
Delaware,2018,50,0.655881,15
District of Columbia,2018,50,2.84912,426
Florida,2018,50,X,X
Georgia,2018,50,5.30797,4258
Hawaii,2018,50,1.46404,23
Idaho,2018,50,0.456323,7
Illinois,2018,50,1.69029,854
Indiana,2018,50,2.26178,108
Iowa,2018,50,0.634312,43
Kansas,2018,50,1.92336,257
Kentucky,2018,50,3.08051,383
Louisiana,2018,50,3.95481,1978
Maine,2018,50,0.998513,141
Maryland,2018,50,1.53295,107
Massachusetts,2018,50,1.68937,867
Michigan,2018,50,1.61228,420
Minnesota,2018,50,2.67372,192
Mississippi,2018,50,3.40722,581
Missouri,2018,50,2.36467,83
Montana,2018,50,0.892857,79
Nebraska,2018,50,3.27928,273
Nevada,2018,50,1.4614,227
New Hampshire,2018,50,0.252799,7
New Jersey,2018,50,4.11366,1371
New Mexico,2018,50,2.32249,489
New York,2018,50,1.95702,1172
North Carolina,2018,50,1.95781,1779
North Dakota,2018,50,1.24834,47
Ohio,2018,50,1.17031,199
Oklahoma,2018,50,3.13997,249
Oregon,2018,50,1.56232,533
Pennsylvania,2018,50,1.89283,958
Rhode Island,2018,50,0.846781,53
South Carolina,2018,50,3.27488,508
South Dakota,2018,50,0.596073,85
Tennessee,2018,50,2.03038,135
Texas,2018,50,4.13873,1148
Utah,2018,50,2.47489,446
Vermont,2018,50,2.08899,100
Virginia,2018,50,2.94933,2233
Washington,2018,50,0.739939,41
West Virginia,2018,50,1.6272,213
Wisconsin,2018,50,1.64951,343
Wyoming,2018,50,1.7146,62
Puerto Rico,2018,50,9.94789,210
Virgin Islands,2018,50,0.968523,8
New York City,2018,50,3.14364,3193
Alabama,2018,51,4.11336,1585
Alaska,2018,51,2.95333,143
Arizona,2018,51,3.26158,547
Arkansas,2018,51,3.22406,119
California,2018,51,3.15841,1288
Colorado,2018,51,5.98352,2571
Connecticut,2018,51,4.17384,194
Delaware,2018,51,1.24648,31
District of Columbia,2018,51,2.88832,442
Florida,2018,51,X,X
Georgia,2018,51,6.59909,5436
Hawaii,2018,51,1.60858,24
Idaho,2018,51,0.638978,10
Illinois,2018,51,2.09465,987
Indiana,2018,51,3.8496,129
Iowa,2018,51,0.746405,41
Kansas,2018,51,1.83548,245
Kentucky,2018,51,3.56923,405
Louisiana,2018,51,4.18465,2084
Maine,2018,51,1.18589,160
Maryland,2018,51,2.40568,183
Massachusetts,2018,51,2.26225,1089
Michigan,2018,51,2.44056,388
Minnesota,2018,51,2.58014,165
Mississippi,2018,51,4.566,687
Missouri,2018,51,2.54697,61
Montana,2018,51,0.963463,77
Nebraska,2018,51,5.35202,485
Nevada,2018,51,2.71733,256
New Hampshire,2018,51,0.717313,22
New Jersey,2018,51,4.79964,1617
New Mexico,2018,51,4.28645,911
New York,2018,51,2.42423,1427
