REGION,YEAR,WEEK,%UNWEIGHTED ILI,ILITOTAL
Hawaii,2012,7,1.09158,154
Idaho,2012,7,3.41361,146
Illinois,2012,7,2.92657,1361
Indiana,2012,7,1.11044,110
Iowa,2012,7,1.12788,68
Kansas,2012,7,2.66038,265
Kentucky,2012,7,0.708814,124
Louisiana,2012,7,3.17863,376
Maine,2012,7,0.478321,31
Maryland,2012,7,2.76723,226
Massachusetts,2012,7,1.13318,320
Michigan,2012,7,1.03808,163
Minnesota,2012,7,1.77976,80
Mississippi,2012,7,3.86596,593
Missouri,2012,7,4.36207,386
Montana,2012,7,0.211238,5
Nebraska,2012,7,3.28767,120
Nevada,2012,7,1.6504,279
New Hampshire,2012,7,0.149561,8
New Jersey,2012,7,0.816933,44
New Mexico,2012,7,2.63637,217
New York,2012,7,0.586107,81
North Carolina,2012,7,1.32649,292
North Dakota,2012,7,1.11702,21
Ohio,2012,7,0.830989,127
Oklahoma,2012,7,4.30293,175
Oregon,2012,7,1.74752,67
Pennsylvania,2012,7,1.29395,230
Rhode Island,2012,7,0.183542,12
South Carolina,2012,7,0.648544,47
South Dakota,2012,7,3.00468,167
Tennessee,2012,7,1.53065,196
Texas,2012,7,2.95371,1241
Utah,2012,7,3.0526,589
Vermont,2012,7,1.73134,58
Virginia,2012,7,1.6923,1164
Washington,2012,7,1.0736,83
West Virginia,2012,7,0.765156,104
Wisconsin,2012,7,1.12242,43
Wyoming,2012,7,1.08675,56
Virgin Islands,2012,7,0,0
New York City,2012,7,2.08228,2052
Alabama,2012,8,6.07355,654
Alaska,2012,8,0.465983,10
Arizona,2012,8,1.92211,344
Arkansas,2012,8,2.59587,132
California,2012,8,4.20562,1300
Colorado,2012,8,1.36395,316
Connecticut,2012,8,0.59761,21
Delaware,2012,8,0.106129,4
District of Columbia,2012,8,4.34116,85
Florida,2012,8,X,X
Georgia,2012,8,1.17643,379
Hawaii,2012,8,1.06421,119
Idaho,2012,8,2.32095,105
Illinois,2012,8,3.36853,1557
Indiana,2012,8,1.87577,183
Iowa,2012,8,0.822707,40
Kansas,2012,8,3.12771,289
Kentucky,2012,8,0.746407,161
Louisiana,2012,8,2.51418,430
Maine,2012,8,0.540641,29
Maryland,2012,8,1.88416,162
Massachusetts,2012,8,1.33153,305
Michigan,2012,8,0.942744,150
Minnesota,2012,8,1.825,73
Mississippi,2012,8,3.83416,578
Missouri,2012,8,4.11684,358
Montana,2012,8,0.741084,16
Nebraska,2012,8,3.03721,120
Nevada,2012,8,1.54657,273
New Hampshire,2012,8,0.331744,16
New Jersey,2012,8,0.838095,44
New Mexico,2012,8,2.95269,249
New York,2012,8,0.988678,124
North Carolina,2012,8,1.70918,390
North Dakota,2012,8,1.09466,17
Ohio,2012,8,1.00332,160
Oklahoma,2012,8,5.80408,253
Oregon,2012,8,1.3885,49
Pennsylvania,2012,8,1.35975,232
Rhode Island,2012,8,0.250761,14
South Carolina,2012,8,0.70526,48
South Dakota,2012,8,2.38732,134
Tennessee,2012,8,1.71779,224
Texas,2012,8,3.23367,1141
Utah,2012,8,3.24193,629
Vermont,2012,8,2.30133,64
Virginia,2012,8,1.63359,1163
Washington,2012,8,1.29669,92
West Virginia,2012,8,0.797015,94
Wisconsin,2012,8,1.01394,40
Wyoming,2012,8,1.44808,70
Virgin Islands,2012,8,0,0
New York City,2012,8,2.26111,2230
Alabama,2012,9,6.24526,577
Alaska,2012,9,0.84482,19
Arizona,2012,9,1.83021,354
Arkansas,2012,9,3.32388,164
California,2012,9,3.54025,1253
Colorado,2012,9,1.43858,343
Connecticut,2012,9,0.668693,22
Delaware,2012,9,0.354484,10
District of Columbia,2012,9,3.37948,83
Florida,2012,9,X,X
Georgia,2012,9,2.01304,732
Hawaii,2012,9,1.2074,169
Idaho,2012,9,2.82019,133
Illinois,2012,9,3.38003,1561
Indiana,2012,9,1.76911,175
Iowa,2012,9,1.1921,61
Kansas,2012,9,3.30739,323
Kentucky,2012,9,0.670451,137
Louisiana,2012,9,2.4183,370
Maine,2012,9,0.394308,23
Maryland,2012,9,3.16901,198
Massachusetts,2012,9,1.07928,298
Michigan,2012,9,1.11641,171
Minnesota,2012,9,2.11864,95
Mississippi,2012,9,4.67671,562
Missouri,2012,9,4.39352,393
Montana,2012,9,0.46875,12
Nebraska,2012,9,4.29316,140
Nevada,2012,9,1.7139,254
New Hampshire,2012,9,0.0674916,3
New Jersey,2012,9,0.975707,49
New Mexico,2012,9,3.65699,345
New York,2012,9,0.785869,109
North Carolina,2012,9,1.52123,345
North Dakota,2012,9,1.21951,19
Ohio,2012,9,0.847925,123
Oklahoma,2012,9,6.02966,248
Oregon,2012,9,1.71788,71
Pennsylvania,2012,9,1.31392,213
Rhode Island,2012,9,0.275356,18
South Carolina,2012,9,0.568012,38
South Dakota,2012,9,2.47816,122
Tennessee,2012,9,1.70906,215
Texas,2012,9,3.32506,1434
Utah,2012,9,2.50308,629
Vermont,2012,9,1.99024,53
Virginia,2012,9,1.55302,1091
Washington,2012,9,1.1092,84
West Virginia,2012,9,0.695854,96
Wisconsin,2012,9,1.19924,44
Wyoming,2012,9,1.66914,90
Virgin Islands,2012,9,0,0
New York City,2012,9,2.05097,2057
Alabama,2012,10,6.25613,574
Alaska,2012,10,0.636943,13
Arizona,2012,10,1.74732,334
Arkansas,2012,10,4.70283,254
California,2012,10,2.69266,812
Colorado,2012,10,1.37062,321
Connecticut,2012,10,0.854317,38
Delaware,2012,10,0.544,17
District of Columbia,2012,10,2.81987,67
Florida,2012,10,X,X
Georgia,2012,10,1.92451,696
Hawaii,2012,10,1.27213,171
Idaho,2012,10,2.37288,112
Illinois,2012,10,3.94913,1829
Indiana,2012,10,2.0077,193
Iowa,2012,10,0.970464,46
Kansas,2012,10,3.43391,338
Kentucky,2012,10,0.550488,105
Louisiana,2012,10,2.51068,329
Maine,2012,10,0.32344,17
Maryland,2012,10,2.47261,255
Massachusetts,2012,10,0.949091,261
Michigan,2012,10,1.47622,189
Minnesota,2012,10,1.99723,72
Mississippi,2012,10,5.17955,688
Missouri,2012,10,3.97808,363
Montana,2012,10,0.845899,23
Nebraska,2012,10,3.45146,112
Nevada,2012,10,2.19914,216
New Hampshire,2012,10,0.099167,5
New Jersey,2012,10,1.34273,61
New Mexico,2012,10,2.89737,249
New York,2012,10,0.745669,102
North Carolina,2012,10,1.63674,299
North Dakota,2012,10,0.955414,18
Ohio,2012,10,0.892857,129
Oklahoma,2012,10,6.85728,295
Oregon,2012,10,1.65916,70
Pennsylvania,2012,10,1.29178,172
Rhode Island,2012,10,0.164123,10
South Carolina,2012,10,0.338018,19
South Dakota,2012,10,2.01789,106
Tennessee,2012,10,1.78885,204
Texas,2012,10,2.87245,960
Utah,2012,10,3.07356,618
Vermont,2012,10,1.89179,50
Virginia,2012,10,1.57107,1077
Washington,2012,10,1.44724,103
West Virginia,2012,10,0.938617,126
Wisconsin,2012,10,1.18483,45
Wyoming,2012,10,1.57437,85
Virgin Islands,2012,10,0,0
New York City,2012,10,1.97496,2044
Alabama,2012,11,5.94763,552
Alaska,2012,11,1.3312,25
Arizona,2012,11,1.67984,321
Arkansas,2012,11,6.04436,327
California,2012,11,3.12447,920
Colorado,2012,11,1.47807,340
Connecticut,2012,11,0.721311,11
Delaware,2012,11,0.468637,13
District of Columbia,2012,11,3.61045,76
Florida,2012,11,X,X
Georgia,2012,11,2.26454,748
Hawaii,2012,11,1.57938,212
Idaho,2012,11,3.35112,157
Illinois,2012,11,4.66875,2074
Indiana,2012,11,2.44256,219
Iowa,2012,11,1.19312,43
Kansas,2012,11,2.64033,262
Kentucky,2012,11,0.678916,126
Louisiana,2012,11,2.74672,425
Maine,2012,11,0.182542,11
Maryland,2012,11,3.90424,212
Massachusetts,2012,11,1.14416,292
Michigan,2012,11,1.65565,263
Minnesota,2012,11,2.28088,89
Mississippi,2012,11,5.32075,671
Missouri,2012,11,3.36105,291
Montana,2012,11,1.17335,31
Nebraska,2012,11,2.75108,83
Nevada,2012,11,1.93149,340
New Hampshire,2012,11,0.200401,9
New Jersey,2012,11,0.885591,37
New Mexico,2012,11,3.1945,260
New York,2012,11,0.996782,127
North Carolina,2012,11,0.902817,174
North Dakota,2012,11,2.52556,42
Ohio,2012,11,0.714945,93
Oklahoma,2012,11,8.18255,303
Oregon,2012,11,2.01274,79
Pennsylvania,2012,11,1.34998,199
Rhode Island,2012,11,0.140393,7
South Carolina,2012,11,0.408225,27
South Dakota,2012,11,2.2012,114
Tennessee,2012,11,2.67709,322
Texas,2012,11,3.59362,1278
Utah,2012,11,3.87886,698
Vermont,2012,11,2.68362,76
Virginia,2012,11,1.50433,1078
Washington,2012,11,1.50504,97
West Virginia,2012,11,0.728348,101
Wisconsin,2012,11,2.01794,72
Wyoming,2012,11,1.85497,99
Virgin Islands,2012,11,0,0
New York City,2012,11,2.17971,2304
Alabama,2012,12,4.58877,366
Alaska,2012,12,1.1358,23
Arizona,2012,12,1.69287,309
Arkansas,2012,12,3.76876,118
California,2012,12,2.83205,819
Colorado,2012,12,1.19068,274
Connecticut,2012,12,0.306937,10
Delaware,2012,12,0.41958,12
District of Columbia,2012,12,3.39294,74
Florida,2012,12,X,X
Georgia,2012,12,1.92018,688
Hawaii,2012,12,2.30525,319
Idaho,2012,12,3.55525,157
Illinois,2012,12,3.37912,1562
Indiana,2012,12,2.00895,193
Iowa,2012,12,0.776658,37
Kansas,2012,12,1.77594,133
Kentucky,2012,12,0.516016,106
Louisiana,2012,12,2.51933,365
Maine,2012,12,0.528677,33
Maryland,2012,12,2.09246,191
Massachusetts,2012,12,1.22723,320
Michigan,2012,12,1.10076,169
Minnesota,2012,12,2.41331,103
Mississippi,2012,12,4.37794,531
Missouri,2012,12,1.97747,158
Montana,2012,12,0.744806,19
Nebraska,2012,12,2.16561,68
Nevada,2012,12,2.07832,190
New Hampshire,2012,12,0.0869376,4
New Jersey,2012,12,0.95732,48
New Mexico,2012,12,2.61767,213
New York,2012,12,0.686682,86
North Carolina,2012,12,1.29097,271
North Dakota,2012,12,1.93892,40
Ohio,2012,12,0.770128,99
Oklahoma,2012,12,3.92518,128
Oregon,2012,12,3.66636,120
Pennsylvania,2012,12,1.21647,205
Rhode Island,2012,12,0.245018,15
South Carolina,2012,12,0.33314,23
South Dakota,2012,12,1.01982,53
Tennessee,2012,12,1.6463,194
Texas,2012,12,2.79685,1149
Utah,2012,12,2.81957,506
Vermont,2012,12,2.87338,91
Virginia,2012,12,1.35354,977
Washington,2012,12,1.14068,78
West Virginia,2012,12,1.14986,151
Wisconsin,2012,12,1.45985,48
Wyoming,2012,12,1.02019,48
Virgin Islands,2012,12,0,0
New York City,2012,12,2.0823,2216
Alabama,2012,13,4.43559,334
Alaska,2012,13,0.920716,18
Arizona,2012,13,1.65915,298
Arkansas,2012,13,1.87587,81
California,2012,13,3.89886,1229
Colorado,2012,13,0.864606,188
Connecticut,2012,13,0.335102,12
Delaware,2012,13,0.141093,4
District of Columbia,2012,13,2.29661,59
Florida,2012,13,X,X
Georgia,2012,13,1.80723,642
Hawaii,2012,13,2.89528,334
Idaho,2012,13,2.8144,111
Illinois,2012,13,2.44384,1077
Indiana,2012,13,1.6112,153
Iowa,2012,13,0.729927,21
Kansas,2012,13,1.04742,93
Kentucky,2012,13,0.323102,70
Louisiana,2012,13,2.60108,422
Maine,2012,13,0.369181,23
Maryland,2012,13,2.02075,150
Massachusetts,2012,13,0.727152,197
Michigan,2012,13,0.679728,102
Minnesota,2012,13,1.74662,75
Mississippi,2012,13,4.1368,456
Missouri,2012,13,1.19574,92
Montana,2012,13,0.15674,4
Nebraska,2012,13,2.30399,67
Nevada,2012,13,1.46968,214
New Hampshire,2012,13,0.12844,7
New Jersey,2012,13,0.801221,42
New Mexico,2012,13,2.3236,191
New York,2012,13,0.598435,78
North Carolina,2012,13,0.883198,169
North Dakota,2012,13,0.884956,18
Ohio,2012,13,0.687333,98
Oklahoma,2012,13,2.28607,74
Oregon,2012,13,1.94405,41
Pennsylvania,2012,13,1.2839,214
Rhode Island,2012,13,0.428816,25
South Carolina,2012,13,0.29558,22
South Dakota,2012,13,1.00735,48
Tennessee,2012,13,0.871651,109
Texas,2012,13,2.7007,1057
Utah,2012,13,3.21779,518
Vermont,2012,13,3.0589,94
Virginia,2012,13,1.30649,898
Washington,2012,13,1.51493,102
West Virginia,2012,13,0.892578,114
Wisconsin,2012,13,0.691857,26
Wyoming,2012,13,1.79785,82
Virgin Islands,2012,13,0,0
New York City,2012,13,2.01098,2059
Alabama,2012,14,3.89306,316
Alaska,2012,14,1.67877,37
Arizona,2012,14,1.69054,275
Arkansas,2012,14,1.44578,66
California,2012,14,2.99164,952
Colorado,2012,14,0.923766,194
Connecticut,2012,14,0.239234,8
Delaware,2012,14,0.45156,11
District of Columbia,2012,14,1.90011,35
Florida,2012,14,X,X
Georgia,2012,14,1.62493,521
Hawaii,2012,14,2.75811,370
Idaho,2012,14,3.17543,122
Illinois,2012,14,2.32242,1009
Indiana,2012,14,1.73466,145
Iowa,2012,14,0.345011,13
Kansas,2012,14,0.927798,78
Kentucky,2012,14,0.331823,52
Louisiana,2012,14,2.23763,284
Maine,2012,14,0.291451,18
Maryland,2012,14,1.62208,134
Massachusetts,2012,14,1.08321,289
Michigan,2012,14,0.739247,99
Minnesota,2012,14,1.91069,86
Mississippi,2012,14,3.82471,439
Missouri,2012,14,0.798828,60
Montana,2012,14,0.185759,3
Nebraska,2012,14,2.01005,60
Nevada,2012,14,1.19556,182
New Hampshire,2012,14,0.166182,8
New Jersey,2012,14,1.15403,49
New Mexico,2012,14,2.72257,200
New York,2012,14,0.796178,95
North Carolina,2012,14,1.10951,200
North Dakota,2012,14,1.39485,26
Ohio,2012,14,0.690264,86
Oklahoma,2012,14,1.98482,68
Oregon,2012,14,0.86135,31
Pennsylvania,2012,14,1.23981,184
Rhode Island,2012,14,0.466356,28
South Carolina,2012,14,0.287922,19
South Dakota,2012,14,0.727273,36
Tennessee,2012,14,0.721431,75
Texas,2012,14,2.5217,947
Utah,2012,14,2.11272,370
Vermont,2012,14,2.89421,87
Virginia,2012,14,1.28639,860
Washington,2012,14,1.62086,115
West Virginia,2012,14,0.744485,81
Wisconsin,2012,14,1.44552,39
Wyoming,2012,14,1.57119,65
Virgin Islands,2012,14,0.250627,1
New York City,2012,14,2.06684,2041
Alabama,2012,15,3.75332,297
Alaska,2012,15,2.32058,54
Arizona,2012,15,1.57702,280
Arkansas,2012,15,1.10435,49
California,2012,15,2.87193,927
Colorado,2012,15,0.733014,156
Connecticut,2012,15,0.68306,20
Delaware,2012,15,0.57732,14
District of Columbia,2012,15,2.80857,76
Florida,2012,15,X,X
Georgia,2012,15,1.44511,468
Hawaii,2012,15,2.88608,57
Idaho,2012,15,2.39486,82
Illinois,2012,15,2.2553,962
Indiana,2012,15,1.03984,95
Iowa,2012,15,0.341964,14
Kansas,2012,15,0.453361,40
Kentucky,2012,15,0.0990719,19
Louisiana,2012,15,1.81041,233
Maine,2012,15,0.470958,27
Maryland,2012,15,1.39476,122
Massachusetts,2012,15,1.04011,279
Michigan,2012,15,0.711864,105
Minnesota,2012,15,1.55039,68
Mississippi,2012,15,3.21383,329
Missouri,2012,15,0.838245,64
Montana,2012,15,0.394737,9
Nebraska,2012,15,1.90753,59
Nevada,2012,15,0.822174,132
New Hampshire,2012,15,0.149222,7
New Jersey,2012,15,0.847647,38
New Mexico,2012,15,2.61172,218
New York,2012,15,0.812633,88
North Carolina,2012,15,0.90855,168
North Dakota,2012,15,1.18265,18
Ohio,2012,15,0.495009,60
Oklahoma,2012,15,1.07081,31
Oregon,2012,15,2.05532,81
Pennsylvania,2012,15,1.16576,196
Rhode Island,2012,15,0.654889,43
South Carolina,2012,15,0.219238,16
South Dakota,2012,15,0.85034,40
Tennessee,2012,15,0.942408,117
Texas,2012,15,2.13492,851
Utah,2012,15,2.18589,381
Vermont,2012,15,2.58732,80
Virginia,2012,15,1.15225,769
Washington,2012,15,1.7378,125
West Virginia,2012,15,0.522126,61
Wisconsin,2012,15,0.502828,16
Wyoming,2012,15,0.875532,37
Virgin Islands,2012,15,0,0
New York City,2012,15,1.93912,1904
Alabama,2012,16,4.34298,351
Alaska,2012,16,2.19072,51
Arizona,2012,16,1.33121,234
Arkansas,2012,16,0.755996,29
California,2012,16,2.15102,717
Colorado,2012,16,0.598441,129
Connecticut,2012,16,0.270709,5
Delaware,2012,16,0.149589,4
District of Columbia,2012,16,2.22902,51
Florida,2012,16,X,X
Georgia,2012,16,1.37667,468
Hawaii,2012,16,2.90607,56
Idaho,2012,16,2.78354,94
Illinois,2012,16,1.98418,863
Indiana,2012,16,0.915862,91
Iowa,2012,16,0.444884,18
Kansas,2012,16,0.463623,39
Kentucky,2012,16,0.144146,23
Louisiana,2012,16,2.20084,350
Maine,2012,16,0.402091,20
Maryland,2012,16,1.1973,117
Massachusetts,2012,16,1.11602,260
Michigan,2012,16,0.577485,85
Minnesota,2012,16,1.27344,55
Mississippi,2012,16,2.77607,316
Missouri,2012,16,0.650325,52
Montana,2012,16,0.0821693,2
Nebraska,2012,16,2.04753,56
Nevada,2012,16,0.773096,120
New Hampshire,2012,16,0.23986,11
New Jersey,2012,16,0.978394,48
New Mexico,2012,16,2.10271,156
New York,2012,16,0.689763,88
North Carolina,2012,16,0.793651,154
North Dakota,2012,16,1.2476,26
Ohio,2012,16,0.48739,63
Oklahoma,2012,16,1.72618,73
Oregon,2012,16,0.812536,28
Pennsylvania,2012,16,1.12786,193
Rhode Island,2012,16,0.379816,21
South Carolina,2012,16,0.395309,30
South Dakota,2012,16,0.818331,40
Tennessee,2012,16,0.439858,52
Texas,2012,16,2.16547,842
Utah,2012,16,1.89499,336
Vermont,2012,16,2.7515,64
Virginia,2012,16,1.0998,780
Washington,2012,16,1.67574,120
West Virginia,2012,16,0.595649,69
Wisconsin,2012,16,0.713908,27
Wyoming,2012,16,0.723367,33
Virgin Islands,2012,16,0.460829,2
New York City,2012,16,1.74484,1875
Alabama,2012,17,4.44388,350
Alaska,2012,17,1.83076,45
Arizona,2012,17,1.13843,175
Arkansas,2012,17,0.808369,34
California,2012,17,2.15365,693
Colorado,2012,17,0.631349,133
Connecticut,2012,17,0.121212,2
Delaware,2012,17,0,0
District of Columbia,2012,17,3.0024,75
Florida,2012,17,X,X
Georgia,2012,17,1.01402,303
Hawaii,2012,17,2.50523,347
Idaho,2012,17,2.38095,82
Illinois,2012,17,1.93371,839
Indiana,2012,17,0.713822,66
Iowa,2012,17,0.335169,14
Kansas,2012,17,0.389842,35
Kentucky,2012,17,0.119119,24
Louisiana,2012,17,1.99036,289
Maine,2012,17,0.192207,11
Maryland,2012,17,1.56532,156
Massachusetts,2012,17,0.858855,235
Michigan,2012,17,0.573425,87
Minnesota,2012,17,1.29018,59
Mississippi,2012,17,2.9274,375
Missouri,2012,17,0.723914,58
Montana,2012,17,0.401768,10
Nebraska,2012,17,1.65508,50
Nevada,2012,17,0.581966,89
New Hampshire,2012,17,0.136116,6
New Jersey,2012,17,0.749906,40
New Mexico,2012,17,1.72897,142
New York,2012,17,0.665368,82
North Carolina,2012,17,0.746526,130
North Dakota,2012,17,0.514139,8
Ohio,2012,17,0.374181,48
Oklahoma,2012,17,2.0202,60
Oregon,2012,17,1.03448,36
Pennsylvania,2012,17,0.904811,148
Rhode Island,2012,17,0.156764,10
South Carolina,2012,17,0.283286,20
South Dakota,2012,17,0.733347,36
Tennessee,2012,17,0.465196,54
Texas,2012,17,2.05988,765
Utah,2012,17,1.82514,334
Vermont,2012,17,2.55958,58
Virginia,2012,17,1.0616,710
Washington,2012,17,1.37635,93
West Virginia,2012,17,0.459846,56
Wisconsin,2012,17,0.376142,14
Wyoming,2012,17,1.05873,42
Virgin Islands,2012,17,0,0
New York City,2012,17,1.56293,1532
Alabama,2012,18,4.74534,341
Alaska,2012,18,1.8611,41
Arizona,2012,18,1.17545,163
Arkansas,2012,18,0.744879,28
California,2012,18,2.36106,732
Colorado,2012,18,0.598802,125
Connecticut,2012,18,0.280269,5
Delaware,2012,18,0.115785,3
District of Columbia,2012,18,2.75182,53
Florida,2012,18,X,X
Georgia,2012,18,0.650388,175
Hawaii,2012,18,2.54814,352
Idaho,2012,18,2.32839,77
Illinois,2012,18,1.79573,749
Indiana,2012,18,0.780267,62
Iowa,2012,18,0.162602,6
Kansas,2012,18,0.355366,30
Kentucky,2012,18,0.136976,19
Louisiana,2012,18,2.0997,326
Maine,2012,18,0.345006,20
Maryland,2012,18,2.57455,139
Massachusetts,2012,18,0.677064,178
Michigan,2012,18,0.893012,103
Minnesota,2012,18,1.64442,69
Mississippi,2012,18,3.18757,398
Missouri,2012,18,0.682325,52
Montana,2012,18,0,0
Nebraska,2012,18,3.22203,55
Nevada,2012,18,0.826145,68
New Hampshire,2012,18,0.11325,5
New Jersey,2012,18,1.02529,45
New Mexico,2012,18,1.48205,116
New York,2012,18,0.46507,47
North Carolina,2012,18,0.622895,98
North Dakota,2012,18,0.413223,5
Ohio,2012,18,0.479534,56
Oklahoma,2012,18,1.32064,43
Oregon,2012,18,0.872347,30
Pennsylvania,2012,18,0.9398,143
Rhode Island,2012,18,0.247219,16
South Carolina,2012,18,0.309358,20
South Dakota,2012,18,0.479781,21
Tennessee,2012,18,0.72657,79
Texas,2012,18,2.09649,737
Utah,2012,18,2.12011,275
Vermont,2012,18,1.90194,45
Virginia,2012,18,1.15984,740
Washington,2012,18,1.52914,106
West Virginia,2012,18,0.423924,46
Wisconsin,2012,18,0.518269,20
Wyoming,2012,18,0.532589,21
Virgin Islands,2012,18,1.44092,5
New York City,2012,18,1.68538,1644
Alabama,2012,19,4.27042,331
Alaska,2012,19,1.47679,35
Arizona,2012,19,1.0765,151
Arkansas,2012,19,1.14943,37
California,2012,19,2.17778,673
Colorado,2012,19,0.48608,99
Connecticut,2012,19,0.243457,4
Delaware,2012,19,0.203749,5
District of Columbia,2012,19,2.64901,48
Florida,2012,19,X,X
Georgia,2012,19,0.685379,189
Hawaii,2012,19,2.738,369
Idaho,2012,19,1.82768,56
Illinois,2012,19,1.38429,544
Indiana,2012,19,0.735294,56
Iowa,2012,19,0.141894,4
Kansas,2012,19,0.280005,22
Kentucky,2012,19,0.0453155,8
Louisiana,2012,19,1.83375,227
Maine,2012,19,0.520924,30
Maryland,2012,19,3.54061,119
Massachusetts,2012,19,0.845924,215
Michigan,2012,19,0.825334,92
Minnesota,2012,19,1.76962,53
Mississippi,2012,19,3.09789,425
Missouri,2012,19,0.222816,10
Montana,2012,19,0.119522,3
Nebraska,2012,19,3.58402,61
Nevada,2012,19,1.07256,85
New Hampshire,2012,19,0.102407,4
New Jersey,2012,19,0.440222,19
New Mexico,2012,19,1.4108,110
New York,2012,19,0.557581,52
North Carolina,2012,19,0.56752,78
North Dakota,2012,19,0.55517,8
Ohio,2012,19,0.640959,62
Oklahoma,2012,19,1.64096,50
Oregon,2012,19,0.680904,22
Pennsylvania,2012,19,1.00174,127
Rhode Island,2012,19,0.232404,14
South Carolina,2012,19,0.141718,8
South Dakota,2012,19,0.635209,28
Tennessee,2012,19,0.316957,32
Texas,2012,19,2.0889,751
Utah,2012,19,1.6985,297
Vermont,2012,19,2.09489,34
Virginia,2012,19,0.960439,647
Washington,2012,19,1.17981,79
West Virginia,2012,19,0.427594,45
Wisconsin,2012,19,0.380849,14
Wyoming,2012,19,0.36544,14
Virgin Islands,2012,19,0,0
New York City,2012,19,1.77798,1794
Alabama,2012,20,5.21549,357
Alaska,2012,20,1.04216,22
Arizona,2012,20,1.09432,126
Arkansas,2012,20,1.05622,31
California,2012,20,2.04531,613
Colorado,2012,20,0.6247,130
Connecticut,2012,20,0.162338,1
Delaware,2012,20,0.0913659,2
District of Columbia,2012,20,2.61932,45
Florida,2012,20,X,X
Georgia,2012,20,0.827498,208
Hawaii,2012,20,2.67055,348
Idaho,2012,20,1.96078,59
Illinois,2012,20,1.41021,542
Indiana,2012,20,0.527395,36
Iowa,2012,20,0.0342466,1
Kansas,2012,20,0.255138,18
Kentucky,2012,20,0.0288226,4
Louisiana,2012,20,1.76575,248
Maine,2012,20,0.227591,13
Maryland,2012,20,1.30009,97
Massachusetts,2012,20,0.76155,196
Michigan,2012,20,0.746057,79
Minnesota,2012,20,1.36265,44
Mississippi,2012,20,3.35361,397
Missouri,2012,20,0.184049,6
Montana,2012,20,0,0
Nebraska,2012,20,2.82455,52
Nevada,2012,20,0.646247,96
New Hampshire,2012,20,0.0561325,2
New Jersey,2012,20,0.509793,19
New Mexico,2012,20,1.3578,91
New York,2012,20,0.560839,46
North Carolina,2012,20,0.508067,57
North Dakota,2012,20,0.608643,10
Ohio,2012,20,0.36757,35
Oklahoma,2012,20,0.443262,15
Oregon,2012,20,0.67402,22
Pennsylvania,2012,20,0.932164,119
Rhode Island,2012,20,0.110803,6
South Carolina,2012,20,0.283617,17
South Dakota,2012,20,0.670055,29
Tennessee,2012,20,0.479094,44
Texas,2012,20,2.26203,750
Utah,2012,20,1.60944,262
Vermont,2012,20,1.84697,28
Virginia,2012,20,0.968512,645
Washington,2012,20,0.843486,54
West Virginia,2012,20,0.424652,39
Wisconsin,2012,20,0.319489,10
Wyoming,2012,20,0.27049,10
Virgin Islands,2012,20,0,0
New York City,2012,20,1.64471,1672
Alabama,2012,21,3.83966,250
Alaska,2012,21,0.753546,17
Arizona,2012,21,0.918007,117
Arkansas,2012,21,0.505689,16
California,2012,21,2.22589,593
Colorado,2012,21,0.372593,77
Connecticut,2012,21,0.419287,6
Delaware,2012,21,0,0
District of Columbia,2012,21,3.20513,60
Florida,2012,21,X,X
Georgia,2012,21,1.5661,476
Hawaii,2012,21,2.70538,355
Idaho,2012,21,2.05436,65
Illinois,2012,21,1.41798,482
Indiana,2012,21,0.502513,31
Iowa,2012,21,0.0307125,1
Kansas,2012,21,0.267523,10
Kentucky,2012,21,0.0333185,6
Louisiana,2012,21,1.65543,302
Maine,2012,21,0.181305,9
Maryland,2012,21,2.15727,31
Massachusetts,2012,21,0.787836,200
Michigan,2012,21,0.531247,55
Minnesota,2012,21,0.529942,20
Mississippi,2012,21,3.72832,359
Missouri,2012,21,0.124224,4
Montana,2012,21,0,0
Nebraska,2012,21,2.43228,44
Nevada,2012,21,1.27596,102
New Hampshire,2012,21,0.097688,3
New Jersey,2012,21,0.164204,6
New Mexico,2012,21,1.89533,88
New York,2012,21,0.416259,34
North Carolina,2012,21,0.213955,18
North Dakota,2012,21,0.0816993,1
Ohio,2012,21,0.337309,28
Oklahoma,2012,21,1.50404,41
Oregon,2012,21,0.48185,15
Pennsylvania,2012,21,0.843332,97
Rhode Island,2012,21,0.119,6
South Carolina,2012,21,0.169607,10
South Dakota,2012,21,0.528465,22
Tennessee,2012,21,0.593097,61
Texas,2012,21,2.19944,781
Utah,2012,21,1.41423,255
Vermont,2012,21,1.97548,29
Virginia,2012,21,1.00561,660
Washington,2012,21,0.46595,26
West Virginia,2012,21,0.26738,26
Wisconsin,2012,21,0.171013,4
Wyoming,2012,21,0.431282,15
Virgin Islands,2012,21,0,0
New York City,2012,21,1.59546,1576
Alabama,2012,22,4.1884,257
Alaska,2012,22,0.522814,11
Arizona,2012,22,0.832352,99
Arkansas,2012,22,0.590967,14
California,2012,22,2.21439,465
Colorado,2012,22,0.475391,85
Connecticut,2012,22,0.516224,7
Delaware,2012,22,0.184843,1
District of Columbia,2012,22,2.42588,36
Florida,2012,22,X,X
Georgia,2012,22,1.6129,496
Hawaii,2012,22,2.81913,303
Idaho,2012,22,1.85996,51
Illinois,2012,22,1.50898,511
Indiana,2012,22,0.83968,43
Iowa,2012,22,0,0
Kansas,2012,22,0.178763,5
Kentucky,2012,22,0.0756144,10
Louisiana,2012,22,0.844773,120
Maine,2012,22,0.568316,24
