YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
2013,3,4.51113,4.70473,8633,15992,2316,39441,2008,838326
2013,4,4.2171,4.1646,7441,13439,1765,32426,1978,778610
2013,5,3.78956,3.69533,6609,12653,1574,29808,1963,806640
2013,6,3.29206,3.2363,5757,10816,1207,24987,1931,772086
2013,7,3.0197,2.89421,5289,9395,1045,22321,1926,771229
2013,8,2.71499,2.71742,5099,8415,1023,20519,1940,755092
2013,9,2.4845,2.52297,4633,7981,968,19231,1893,762238
2013,10,2.57808,2.55227,4791,7709,858,18829,1884,737736
2013,11,2.39237,2.43225,4480,7065,889,17392,1846,715059
2013,12,2.06778,2.10851,3957,6095,741,15254,1825,723449
2013,13,1.90281,1.94725,3830,5204,632,13714,1811,704276
2013,14,1.65902,1.74859,3516,4299,675,12273,1769,701881
2013,15,1.43006,1.49713,3110,3929,603,10818,1742,722583
2013,16,1.27757,1.32313,2707,3509,491,9188,1732,694415
2013,17,1.19009,1.22647,2588,3364,425,8589,1711,700300
2013,18,1.09556,1.19614,2439,3142,370,7986,1675,667648
2013,19,1.08589,1.19049,2422,2877,361,7704,1630,647130
2013,20,1.07343,1.17426,2431,2583,393,7317,1582,623114
2013,21,1.01677,1.13342,2230,2219,368,6589,1489,581338
2013,22,1.04847,1.14306,2109,2094,357,6190,1486,541528
2013,23,0.920349,1.00881,1983,1779,330,5638,1421,558875
2013,24,0.920779,1.02358,1969,1713,277,5539,1419,541138
2013,25,0.904333,1.00138,1877,1766,302,5474,1405,546643
2013,26,0.83057,0.909498,1703,1581,285,4915,1389,540408
2013,27,0.862837,0.950042,1594,1489,251,4506,1357,474295
2013,28,0.732182,0.829299,1576,1491,219,4510,1362,543833
2013,29,0.724558,0.802109,1432,1405,185,4186,1341,521874
2013,30,0.740848,0.806333,1416,1464,221,4233,1325,524969
2013,31,0.726037,0.796937,1216,1284,184,3886,1290,487617
2013,32,0.755639,0.779136,1367,1338,198,4075,1299,523015
2013,33,0.761847,0.797653,1364,1366,188,4168,1276,522533
2013,34,0.779896,0.825485,1331,1561,232,4317,1265,522965
2013,35,0.899138,0.935469,1499,1814,316,5053,1260,540157
2013,36,0.999524,1.04345,1681,2035,311,5626,1317,539175
2013,37,1.0558,1.09107,1926,2437,354,6374,1307,584196
2013,38,1.0967,1.20108,2175,2683,365,7110,1290,591969
2013,39,1.24709,1.26179,2393,2963,459,7963,1364,631088
2013,40,1.15746,1.13249,2974,3769,456,9677,1960,854487
2013,41,1.27184,1.21121,3276,3925,533,10420,1990,860298
2013,42,1.31623,1.25682,3483,3880,500,10658,2018,848016
2013,43,1.37444,1.37097,3930,4484,514,12036,2027,877917
2013,44,1.46781,1.42956,4045,4642,531,12502,2028,874537
2013,45,1.5834,1.53588,4434,5062,538,13498,2017,878845
2013,46,1.60253,1.60267,4643,5000,578,13927,2054,868987
2013,47,1.72344,1.73267,4835,5579,583,15168,2012,875411
2013,48,2.11076,2.09858,4937,4313,639,13975,2042,665926
2013,49,2.1708,2.21374,5549,6579,865,18920,2055,854664
2013,50,2.36971,2.41674,5501,7046,802,19398,2054,802651
2013,51,3.15997,3.03071,6555,8406,939,24697,2009,814891
2013,52,4.59053,4.38724,7814,7485,1316,26988,2007,615148
2014,1,4.28195,4.2112,7488,6726,1750,28654,2033,680424
2014,2,3.56288,3.46492,6233,7881,1622,28147,2059,812343
2014,3,3.36378,3.31698,6007,9517,1606,28370,2049,855297
2014,4,3.39659,3.2407,5878,8858,1332,25502,2062,786928
2014,5,3.11922,2.88598,5133,8714,1203,23484,2051,813726
2014,6,2.83572,2.62172,4729,7711,1125,21085,2051,804244
2014,7,2.48484,2.34067,4210,6717,969,18195,2018,777340
2014,8,2.2741,2.12059,4250,6121,873,17234,2025,812700
2014,9,2.07244,1.91094,3953,5875,890,15914,1978,832786
2014,10,1.98207,1.9023,3775,5575,792,15044,1944,790831
2014,11,1.82441,1.76619,3616,5022,816,14024,1904,794024
2014,12,1.82036,1.85791,3798,5611,810,14926,1922,803374
2014,13,1.75391,1.82094,3523,5812,772,14661,1887,805133
2014,14,1.74542,1.83453,3582,5659,807,14637,1866,797863
2014,15,1.67236,1.75446,3574,5587,786,14206,1845,809707
2014,16,1.51659,1.51636,3130,4279,710,11723,1810,773101
2014,17,1.44778,1.40334,2846,3770,658,10814,1771,770592
2014,18,1.29028,1.2593,2501,3591,559,9648,1746,766139
2014,19,1.37388,1.32482,2789,3615,528,9775,1714,737834
2014,20,1.34208,1.27576,2544,3256,532,9033,1660,708049
2014,21,1.34563,1.29483,2733,3068,483,8797,1570,679395
2014,22,1.21291,1.2261,2528,2459,504,7658,1554,624582
2014,23,1.19291,1.14538,2383,2349,398,7229,1461,631143
2014,24,1.14146,1.0678,2227,2181,401,6783,1461,635233
2014,25,1.06503,1.07269,2159,2009,388,6369,1392,593740
2014,26,1.12669,1.01298,2049,1917,328,6038,1411,596063
2014,27,0.947353,0.994705,1865,1688,308,5352,1388,538049
2014,28,0.944187,0.880862,1758,1623,351,5295,1394,601116
2014,29,0.934822,0.858173,1582,1621,361,5083,1376,592305
2014,30,0.81736,0.805152,1455,1450,334,4765,1372,591814
2014,31,0.852792,0.818781,1450,1655,326,4942,1378,603580
2014,32,0.746994,0.783735,1460,1528,273,4744,1382,605307
2014,33,0.761098,0.848703,1528,1631,311,4980,1369,586778
2014,34,0.767627,0.834146,1569,1813,315,5305,1371,635980
2014,35,0.862176,0.905981,1684,2184,307,5799,1353,640080
2014,36,0.984907,1.04506,1753,2258,302,6050,1352,578913
2014,37,1.16287,1.16816,2300,3316,396,8130,1401,695966
2014,38,1.22731,1.27649,2535,3650,393,8888,1405,696282
2014,39,1.2071,1.29758,2522,3447,428,8874,1407,683887
2014,40,1.16191,1.20612,2958,3994,527,10150,1937,841540
2014,41,1.30905,1.32485,3055,4437,548,10977,1960,828544
2014,42,1.37072,1.41192,3442,4728,580,11941,2000,845727
2014,43,1.43373,1.42547,3455,4955,531,12292,2008,862314
2014,44,1.42791,1.43909,3632,5102,530,12313,2053,855608
2014,45,1.61605,1.61532,4277,5799,565,13853,2058,857601
2014,46,1.65976,1.66473,4424,5816,588,14062,1997,844700
2014,47,2.05459,2.0058,4740,7322,642,16674,2058,831289
2014,48,2.53541,2.62227,5432,6848,880,17602,2067,671251
2014,49,2.54253,2.60749,6185,9106,1224,22905,2097,878430
2014,50,3.60563,3.4178,7424,13050,1441,29172,2069,853532
2014,51,4.90976,4.46555,9270,16418,2103,37382,2016,837119
2014,52,5.98221,6.11497,10363,13951,3519,40533,1984,662849
2014,53,5.47421,5.30979,9732,9406,4117,36891,1983,694773
2015,1,4.21374,4.07898,7160,9589,3048,31483,1958,771835
2015,2,4.21022,3.93762,7044,11966,2339,31204,1971,792459
2015,3,4.25968,4.15076,7840,13949,2030,33221,1966,800359
2015,4,3.97761,3.87899,7118,13159,1915,30621,1955,789407
2015,5,3.63443,3.45794,6656,12093,1654,28151,1950,814097
2015,6,3.26527,3.06359,6429,10328,1505,25218,1917,823153
2015,7,2.93083,2.82646,5537,8164,1271,21109,1907,746836
2015,8,2.54474,2.3599,4823,7280,1249,19178,1934,812660
2015,9,2.47227,2.33472,4639,7116,1076,18441,1912,789858
2015,10,2.35665,2.21286,4710,6748,1067,17833,1907,805881
2015,11,2.17008,2.07619,4559,6084,997,16695,1883,804117
2015,12,2.04297,2.01267,4418,6003,931,16122,1848,801027
2015,13,1.954,1.94192,4174,5623,889,14975,1819,771143
2015,14,1.72287,1.74809,3903,4634,878,13733,1820,785602
2015,15,1.53694,1.50367,3448,4214,774,12044,1813,800974
2015,16,1.38283,1.43494,3182,4011,640,10860,1768,756827
2015,17,1.46265,1.45673,3203,4280,602,11095,1753,761638
2015,18,1.38934,1.42836,3106,4079,589,10694,1735,748690
2015,19,1.3468,1.35297,2805,3641,602,9671,1688,714799
2015,20,1.25452,1.33093,2754,3296,470,9024,1622,678023
2015,21,1.21636,1.28422,2593,2714,493,7913,1579,616171
2015,22,1.16734,1.13889,2211,2345,462,6946,1505,609891
2015,23,1.04654,1.10343,2109,2284,456,6744,1455,611184
2015,24,0.943661,0.970748,1734,2046,408,5850,1459,602628
2015,25,0.935046,0.998681,1897,1921,429,5913,1445,592081
2015,26,0.934726,0.978057,1678,1701,380,5232,1417,534938
2015,27,0.864118,0.866431,1546,1675,371,5116,1428,590468
2015,28,0.806535,0.827757,1487,1609,341,4870,1411,588337
2015,29,0.742747,0.797572,1383,1498,321,4626,1401,580010
2015,30,0.737859,0.811221,1415,1459,300,4605,1352,567663
2015,31,0.743224,0.821165,1392,1590,325,4753,1364,578812
2015,32,0.805251,0.819435,1330,1667,291,4750,1340,579668
2015,33,0.816943,0.848041,1429,1815,359,5173,1356,609994
2015,34,0.814518,0.888524,1687,2033,354,5648,1362,635661
2015,35,0.86067,0.962826,1636,2292,324,5963,1354,619323
2015,36,0.886704,1.02252,1714,2169,329,5970,1349,583853
2015,37,1.00845,1.08392,1993,2744,397,7062,1369,651524
2015,38,1.06625,1.17724,2178,2947,432,7704,1367,654414
2015,39,1.05995,1.1716,2170,2746,404,7626,1332,650904
2015,40,1.22559,1.24325,2849,3693,621,10049,1963,808287
2015,41,1.31066,1.3234,3016,4007,678,10715,1976,809660
2015,42,1.3711,1.40399,3263,4360,653,11584,1995,825079
2015,43,1.39171,1.37629,3141,4148,694,11164,1999,811165
2015,44,1.43712,1.46866,3563,4783,692,12423,2048,845875
2015,45,1.50165,1.533,3746,4725,745,12676,2028,826877
2015,46,1.59805,1.60841,3960,5076,766,13484,2023,838344
2015,47,1.89668,1.90047,3974,4073,703,12158,2000,639738
2015,48,1.67728,1.73645,4469,5076,829,14617,2040,841777
2015,49,1.78296,1.81945,4575,5384,873,14986,2020,823657
2015,50,1.87336,1.96571,5135,5105,943,15396,2000,783227
2015,51,2.32148,2.42021,5377,4317,1013,14839,1978,613128
2015,52,2.40991,2.41083,5700,4011,1180,15679,1949,650356
2016,1,1.94328,1.98859,4775,4494,1157,15654,2004,787192
2016,2,1.99796,1.98985,4574,5362,1021,15517,2005,779809
2016,3,2.11829,2.1071,4804,5380,954,15661,2008,743249
2016,4,2.25112,2.19256,5088,6882,1007,18143,2026,827482
2016,5,2.37116,2.30014,5135,7353,1072,18944,2007,823602
2016,6,2.80035,2.67574,5645,8434,1179,21774,2000,813755
2016,7,3.16475,3.02427,5997,9325,1370,24681,1993,816098
2016,8,3.15183,3.11328,6299,10127,1390,26423,1956,848718
2016,9,3.3321,3.32788,6619,11415,1440,28468,1952,855439
2016,10,3.56024,3.5918,6660,11856,1630,30481,1922,848628
2016,11,3.05479,3.09262,5574,9334,1471,24894,1898,804948
2016,12,2.76732,2.78803,5187,8489,1282,21940,1900,786936
2016,13,2.44161,2.52371,4581,7392,1201,19603,1832,776752
2016,14,2.03348,2.12928,3707,6403,1130,16769,1813,787543
2016,15,1.98593,2.05142,3572,6595,1031,16261,1805,792672
2016,16,1.91514,1.98957,3515,6357,945,15437,1774,775895
2016,17,1.69968,1.7858,3157,5557,901,13836,1759,774777
2016,18,1.57635,1.60144,2772,4729,746,11870,1742,741210
2016,19,1.3935,1.4743,2871,4046,665,10707,1690,726244
2016,20,1.29941,1.42286,2688,3630,643,9798,1626,688612
2016,21,1.18379,1.38196,2612,3126,618,8787,1439,635835
2016,22,1.13723,1.33712,2545,2620,532,7997,1482,598077
2016,23,1.04118,1.13894,2293,2313,518,7201,1446,632252
2016,24,0.971814,1.09641,2189,2171,466,6768,1440,617287
2016,25,0.863306,0.999559,2062,1905,386,6024,1402,602666
2016,26,0.833797,0.99095,1873,1810,384,5686,1382,573793
2016,27,0.784516,0.931253,1646,1641,383,5118,1379,549582
2016,28,0.734327,0.843118,1610,1599,383,5078,1392,602288
2016,29,0.698845,0.840286,1670,1621,375,5044,1388,600272
2016,30,0.723099,0.830065,1580,1624,323,4925,1393,593327
2016,31,0.663501,0.790428,1455,1496,315,4596,1360,581457
2016,32,0.69276,0.830826,1512,1639,319,4868,1329,585923
2016,33,0.710029,0.856796,1644,1914,306,5265,1345,614499
2016,34,0.834232,1.00746,1848,2364,349,6260,1356,621362
2016,35,0.992621,1.05868,1815,2651,341,6504,1354,614349
2016,36,1.01605,1.10028,1883,2604,381,6623,1347,601938
2016,37,1.07169,1.1457,2026,3073,452,7639,1365,666755
2016,38,1.10163,1.2189,2341,3298,438,8229,1363,675119
2016,39,1.18841,1.31113,2413,3334,483,8505,1389,648678
2016,40,1.2019,1.27386,3110,4169,643,10864,1946,852842
2016,41,1.23108,1.29342,3207,4078,678,10997,1973,850228
2016,42,1.26796,1.33097,3564,4452,695,11926,1983,896035
2016,43,1.36298,1.42662,3786,4769,700,12648,2006,886570
2016,44,1.48535,1.57071,4314,5287,715,13790,1999,877947
2016,45,1.55954,1.65146,4703,5193,758,14258,1990,863356
2016,46,1.64783,1.73309,4979,5610,829,15160,2000,874739
2016,47,1.91275,2.03388,5032,4567,867,14208,2011,698566
2016,48,1.81725,1.88331,5209,5655,1056,16605,2001,881694
2016,49,1.91433,2.00292,5501,5812,1047,16961,2013,846813
2016,50,2.21003,2.27731,5744,6724,1019,18463,2000,810736
2016,51,2.73568,2.91465,6653,7469,1421,21565,1977,739882
2016,52,3.36832,3.54919,7712,7144,2145,24900,1928,701569
2017,1,3.09689,3.08102,6716,6786,2230,24178,2024,784740
2017,2,3.07346,3.01875,6020,8843,2082,24897,1997,824746
2017,3,3.51643,3.40446,6399,12147,1930,28781,2029,845391
2017,4,3.8027,3.52869,6958,14073,1823,31265,2021,886023
2017,5,4.50313,4.10665,7452,17482,2093,36517,2024,889216
2017,6,5.06308,4.7551,8110,20150,2646,42890,2027,901978
2017,7,4.86009,4.65163,7726,18692,2637,41035,1967,882163
2017,8,4.57916,4.57049,7649,17300,2808,40124,1987,877892
2017,9,3.55674,3.45522,6129,12394,2181,30183,1995,873547
2017,10,3.50417,3.29505,5854,11552,1918,28060,1971,851580
2017,11,3.21511,3.16426,5503,10084,1780,25484,1958,805370
2017,12,3.10088,3.14433,5514,11503,1838,27354,1940,869946
2017,13,2.79056,2.87936,5145,10149,1624,24342,1899,845397
2017,14,2.38547,2.36977,4488,8178,1333,19677,1906,830332
2017,15,1.9703,1.93853,3909,5847,1171,15548,1861,802052
2017,16,1.73442,1.64064,3306,4683,993,13006,1845,792740
2017,17,1.56303,1.4752,2997,4497,928,11924,1846,808298
2017,18,1.4128,1.37755,2890,4105,717,10762,1795,781240
2017,19,1.27492,1.33771,2751,3831,721,10202,1767,762648
2017,20,1.2834,1.34686,2685,3518,709,9809,1746,728288
2017,21,1.16663,1.26579,2341,3060,647,8564,1614,676574
2017,22,1.10977,1.25701,2311,2575,583,7756,1569,617021
2017,23,1.04333,1.16048,2412,2377,591,7510,1493,647145
2017,24,0.905151,1.04834,2049,2099,547,6636,1470,633003
2017,25,0.902718,0.992711,1930,1971,498,6240,1469,628582
2017,26,0.859531,0.961603,1771,1748,467,5596,1422,581945
2017,27,0.818998,0.955818,1728,1564,418,5326,1456,557219
2017,28,0.752505,0.827597,1545,1578,372,4961,1405,599446
2017,29,0.731146,0.811886,1549,1421,419,4747,1384,584688
2017,30,0.733295,0.818527,1576,1515,376,4879,1377,596071
2017,31,0.73102,0.829758,1529,1485,433,4899,1390,590413
2017,32,0.68834,0.828503,1559,1481,390,4915,1386,593239
2017,33,0.732049,0.885896,1603,1691,412,5230,1350,590363
2017,34,0.911188,1.05351,1964,2549,411,6653,1379,631507
2017,35,1.02105,1.11768,2076,2726,503,7133,1370,638196
2017,36,1.09495,1.14028,2073,2488,555,7072,1384,620201
2017,37,1.09475,1.13326,2372,2942,628,8304,1485,732755
2017,38,1.09775,1.17589,2544,3075,655,8563,1484,728214
2017,39,1.18882,1.23848,2840,3201,640,9079,1468,733077
2017,40,1.26589,1.2802,3849,4556,875,12839,2220,1002892
2017,41,1.30479,1.33123,4118,4453,947,13267,2245,996595
2017,42,1.34075,1.40786,4408,4993,974,14319,2266,1017076
2017,43,1.51674,1.5722,5006,5531,1049,15832,2266,1006998
2017,44,1.74583,1.70326,5219,6134,1062,17069,2222,1002140
2017,45,1.88708,1.86636,6126,6671,1129,19057,2288,1021079
2017,46,2.05923,2.07647,6880,7577,1387,21892,2296,1054290
2017,47,2.27971,2.33593,6945,5875,1445,19816,2271,848314
2017,48,2.28379,2.24637,7008,7474,1829,23752,2279,1057350
2017,49,2.58278,2.49504,7229,8488,1857,24955,2272,1000183
2017,50,3.36558,3.2005,8285,11259,2332,31502,2262,984283
2017,51,4.73117,4.43807,10447,14166,3733,42782,2211,963978
2017,52,5.70943,5.46361,11335,11540,5119,45255,2132,828299
2018,1,5.74658,5.35765,9410,11717,5888,47269,2243,882271
2018,2,5.89207,5.52437,10053,17357,6199,56761,2257,1027466
2018,3,6.51759,6.34528,11997,21897,5561,63036,2286,993431
2018,4,7.16338,7.01811,13408,30625,6065,77326,2288,1101807
2018,5,7.52133,7.7809,14844,37200,5940,85985,2275,1105078
2018,6,7.38748,7.76939,15192,38606,5874,87825,2299,1130397
2018,7,6.44688,6.81176,13365,32124,5439,76210,2227,1118800
2018,8,4.95881,5.15749,10154,20450,4179,53025,2272,1028116
2018,9,3.68612,3.55945,7208,13392,2875,36064,2208,1013191
2018,10,3.18626,3.00518,6368,10850,2292,29133,2214,969427
2018,11,2.76894,2.73038,5588,9468,2132,25938,2201,949978
2018,12,2.48706,2.47768,5223,8640,1971,23805,2180,960779
2018,13,2.40802,2.36314,4721,7214,1743,20693,2144,875658
2018,14,2.07483,2.03139,4553,6218,1691,19074,2127,938963
2018,15,1.77898,1.80376,4145,5505,1447,16664,2086,923848
2018,16,1.61487,1.58696,3856,5269,1103,14869,2112,936950
2018,17,1.5385,1.53801,3723,5336,1096,14552,2088,946160
2018,18,1.52612,1.44974,3658,4815,997,13291,2018,916783
2018,19,1.28847,1.27729,3444,4133,902,11619,1933,909661
2018,20,1.18344,1.22051,3359,3764,799,11066,1977,906668
2018,21,1.24919,1.23235,3385,3429,866,10646,1896,863879
2018,22,1.14131,1.223,3220,2987,733,9608,1802,785606
2018,23,0.9878,1.0473,2847,2552,654,8693,1798,830040
2018,24,0.895565,0.978113,2375,2245,658,7573,1753,774246
2018,25,0.892204,0.947548,2312,2162,616,7373,1773,778114
2018,26,0.877184,0.867554,2206,1916,626,6947,1736,800757
2018,27,0.780203,0.82328,2009,1862,549,6258,1780,760130
2018,28,0.725075,0.771497,1943,1901,587,6501,1785,842647
2018,29,0.68247,0.706819,1741,1720,469,5786,1748,818597
2018,30,0.640393,0.685155,1665,1643,463,5497,1741,802300
2018,31,0.639127,0.687351,1618,1769,454,5612,1724,816468
2018,32,0.705637,0.735733,1726,1784,476,5861,1690,796621
2018,33,0.707801,0.806048,1986,2170,478,6537,1725,810994
2018,34,0.822659,0.944013,2239,2468,515,7323,1610,775731
2018,35,0.859864,0.960101,2445,2830,542,8111,1681,844807
2018,36,1.10083,1.14128,2814,3343,621,9530,1710,835027
2018,37,1.15323,1.14784,2773,3660,691,10065,1708,876862
2018,38,1.20178,1.31156,3242,3949,729,11189,1684,853109
2018,39,1.2498,1.26102,3481,4198,669,11767,1710,933130
2018,40,1.41876,1.41974,4887,6341,1298,17975,2611,1266076
2018,41,1.40077,1.473,5332,6279,1326,18652,2651,1266257
2018,42,1.47139,1.58968,5589,6802,1400,19948,2623,1254844
2018,43,1.63634,1.72208,6249,7487,1444,21634,2678,1256271
2018,44,1.79125,1.84114,6869,8291,1451,23169,2666,1258405
2018,45,1.86871,1.92692,7509,8451,1451,24085,2672,1249921
2018,46,1.98121,2.0852,7821,8076,1487,24419,2665,1171062
2018,47,2.23487,2.40063,8607,7197,1702,24635,2618,1026187
2018,48,2.14572,2.24479,8890,8788,2078,29096,2666,1296156
2018,49,2.25131,2.29962,8809,9276,1862,28377,2658,1233986
2018,50,2.6411,2.73181,10156,11376,1981,33113,2650,1212127
2018,51,3.13484,3.24012,11515,12816,2480,38260,2596,1180820
2018,52,3.96566,4.18077,13615,12044,3534,44012,2581,1052725
2019,1,3.45972,3.63095,11686,9572,4260,42135,2630,1160440
2019,2,3.07558,3.13643,9369,10758,3446,38815,2656,1237552
2019,3,3.32558,3.36213,9703,14265,2951,41199,2658,1225384
2019,4,3.79773,3.88115,10765,16965,2860,46241,2677,1191426
2019,5,4.34227,4.52235,11628,22217,3255,55264,2668,1222020
2019,6,4.86953,5.20091,13899,29772,4102,69732,2673,1340765
2019,7,5.03689,5.42034,14246,29255,4277,70056,2655,1292464
2019,8,4.8812,5.27078,13634,26502,4485,66461,2655,1260932
2019,9,4.54791,4.58991,11647,23468,4134,58802,2658,1281115
2019,10,4.3762,4.39714,11168,21760,4056,55431,2637,1260615
2019,11,4.22692,4.12777,10986,20081,4177,53177,2646,1288273
2019,12,3.68251,3.50278,9721,16800,3898,45668,2653,1303765
2019,13,3.08559,3.04819,8644,13642,3195,37948,2619,1244935
2019,14,2.69831,2.67984,7606,11768,2802,32941,2620,1229217
2019,15,2.28676,2.26612,6754,10005,2319,27854,2568,1229148
2019,16,2.01217,1.96484,6325,7904,1876,23147,2542,1178058
2019,17,1.71323,1.72201,5698,6621,1738,20610,2516,1196855
2019,18,1.56678,1.5728,5369,6207,1537,18864,2485,1199386
2019,19,1.49827,1.45718,4789,5906,1358,17107,2444,1173980
2019,20,1.49961,1.50332,4649,5530,1361,16459,2336,1094840
2019,21,1.42033,1.40199,4601,5232,1367,15756,2222,1123834
2019,22,1.39215,1.40341,4442,4659,1301,14774,2195,1052725
2019,23,1.21655,1.23732,3937,4114,1205,13449,2257,1086942
2019,24,1.11224,1.12146,3506,3739,1079,12104,2204,1079303
2019,25,0.990825,1.01232,3056,3284,928,10690,2157,1055994
2019,26,0.944753,0.959148,2955,3109,862,10019,2081,1044573
2019,27,0.872915,0.878132,2512,2718,776,8714,2153,992334
2019,28,0.807891,0.793654,2346,2656,736,8419,2110,1060790
2019,29,0.752293,0.765466,2222,2563,703,8106,2153,1058963
2019,30,0.731643,0.748057,2138,2460,615,7781,2139,1040161
2019,31,0.725363,0.756941,2354,2436,604,7882,2150,1041296
2019,32,0.753996,0.770017,2102,2391,758,8059,2166,1046600
2019,33,0.72883,0.833167,2634,2828,694,8990,2199,1079015
2019,34,0.83813,0.939669,2911,3495,716,10094,2168,1074208
2019,35,0.988182,1.08153,3428,4238,777,11898,2191,1100105
2019,36,1.13545,1.20226,3810,4548,870,13188,2215,1096931
2019,37,1.2314,1.27313,3912,5502,959,14842,2243,1165792
2019,38,1.24054,1.38637,4469,5656,1026,15979,2222,1152579
2019,39,1.32855,1.49126,4981,6074,1100,17402,2207,1166930
2019,40,1.49378,1.50419,6240,7679,1445,21960,2909,1459918
2019,41,1.5932,1.59741,6573,7637,1601,22977,2940,1438392
2019,42,1.72759,1.73901,7304,8295,1647,24912,2964,1432543
2019,43,1.83632,1.85987,7894,9364,1793,27436,2994,1475156
2019,44,2.03986,2.01127,8678,10059,1758,28913,3004,1437549
2019,45,2.39276,2.35748,10561,12501,1839,34525,3019,1464487
2019,46,2.62883,2.62678,11424,13533,1965,37518,2987,1428286
2019,47,2.89155,2.94865,12659,16865,2135,43824,2982,1486241
2019,48,3.40579,3.42234,14363,14668,2358,43709,2992,1277168
2019,49,3.25461,3.29237,13795,16274,2774,48641,2991,1477387
2019,50,3.93917,3.85462,14668,21787,2898,56263,2951,1459625
2019,51,5.06205,5.01545,17989,29106,3348,71509,2922,1425775
2019,52,7.06737,7.13551,24050,33937,5399,95630,2912,1340199
2020,1,5.92612,6.21784,21576,23392,6862,88686,2956,1426316
2020,2,4.93004,5.06544,15505,22657,5440,75331,2984,1487156
2020,3,5.3016,5.35307,16477,29510,4716,79395,2976,1483167
2020,4,5.91328,6.0102,18462,35067,4623,89569,2974,1490284
2020,5,6.61376,6.87245,20143,43814,5407,107463,2967,1563679
2020,6,6.67515,7.07922,20082,45239,5619,110554,2976,1561670
2020,7,6.00193,6.21297,17184,36603,5369,94504,2935,1521075
2020,8,5.40017,5.61204,15148,28224,5105,79697,2946,1420107
2020,9,5.02473,5.10391,13568,25093,5005,73697,2896,1443932
2020,10,5.13078,5.2901,13581,25957,5586,77452,2853,1464094
2020,11,5.63116,6.34594,13834,27321,6603,88341,2769,1392087
2020,12,6.35703,7.45087,10612,17276,6925,77817,2697,1044402
2020,13,5.17831,6.39135,5064,8245,6393,52802,2561,826148
2020,14,3.86432,5.0228,2307,4737,5236,35539,2362,707553
